ticker,window_start,window_end,split,label_binary,label_direction,image_path,r1,r2,r3,r4,r5
AAPL,2005-03-17,2005-06-10,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050610_train.png,0.002510111778974533,0.0027816432993859053,0.030906328931450844,0.022634437307715416,0.008651253767311573
AAPL,2005-03-22,2005-06-15,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050615_train.png,0.022634437307715416,0.008651253767311573,-0.018440986052155495,0.006625173147767782,0.0180609542876482
AAPL,2005-03-28,2005-06-20,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050620_train.png,0.006625173147767782,0.0180609542876482,0.008781048469245434,-0.02948680706322193,-0.01763337105512619
AAPL,2005-03-31,2005-06-23,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050623_train.png,-0.02948680706322193,-0.01763337105512619,0.005644417833536863,-0.02551712840795517,0.012025288306176662
AAPL,2005-04-05,2005-06-28,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050628_train.png,-0.02551712840795517,0.012025288306176662,-0.008457286283373833,0.0397474430501461,-0.01565641537308693
AAPL,2005-04-08,2005-07-01,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050701_train.png,0.0397474430501461,-0.01565641537308693,0.006398315075784922,0.016341956332325935,-0.00392927834764123
AAPL,2005-04-13,2005-07-07,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050707_train.png,0.016341956332325935,-0.00392927834764123,0.0036678060423582792,0.00287243933416903,0.06070131063461304
AAPL,2005-04-18,2005-07-12,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050712_train.png,0.00287243933416903,0.06070131063461304,0.01944168098270893,-0.001445086905732751,0.04015655443072319
AAPL,2005-04-21,2005-07-15,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050715_train.png,-0.001445086905732751,0.04015655443072319,0.010135999880731106,-0.00782332569360733,0.016267972066998482
AAPL,2005-04-26,2005-07-20,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050720_train.png,-0.00782332569360733,0.016267972066998482,-0.0043275319039821625,-0.004117114469408989,0.008217348717153072
AAPL,2005-04-29,2005-07-25,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050725_train.png,-0.004117114469408989,0.008217348717153072,-0.004328518640249968,-0.026606542989611626,0.0023419209755957127
AAPL,2005-05-04,2005-07-28,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050728_train.png,-0.026606542989611626,0.0023419209755957127,0.010239792056381702,0.000694364367518574,-0.011870266869664192
AAPL,2005-05-09,2005-08-02,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050802_train.png,0.000694364367518574,-0.011870266869664192,0.0065344455651938915,-0.007940256036818027,0.02706306055188179
AAPL,2005-05-12,2005-08-05,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050805_train.png,-0.007940256036818027,0.02706306055188179,-0.010091829113662243,0.014191128313541412,0.046623315662145615
AAPL,2005-05-17,2005-08-10,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050810_train.png,0.014191128313541412,0.046623315662145615,0.033699072897434235,-0.03045055828988552,0.019272545352578163
AAPL,2005-05-20,2005-08-15,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050815_train.png,-0.03045055828988552,0.019272545352578163,-0.018192047253251076,-0.010203062556684017,0.0008724104263819754
AAPL,2005-05-25,2005-08-18,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050818_train.png,-0.010203062556684017,0.0008724104263819754,-0.002838119864463806,0.0006556657026521862,0.006316039711236954
AAPL,2005-05-31,2005-08-23,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050823_train.png,0.0006556657026521862,0.006316039711236954,-0.0069717057049274445,0.00218388345092535,0.01579948514699936
AAPL,2005-06-03,2005-08-26,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050826_train.png,0.00218388345092535,0.01579948514699936,0.0068478756584227085,-0.013526775874197483,-0.000865051697473973
AAPL,2005-06-08,2005-08-31,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050831_train.png,-0.013526775874197483,-0.000865051697473973,0.05431770905852318,-0.0024620445910841227,0.022345028817653656
AAPL,2005-06-13,2005-09-06,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050906_train.png,-0.0024620445910841227,0.022345028817653656,0.03027236834168434,0.0017525076400488615,-0.011348194442689419
AAPL,2005-06-16,2005-09-09,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050909_train.png,0.0017525076400488615,-0.011348194442689419,-0.02409755252301693,0.0052271937020123005,0.026515206322073936
AAPL,2005-06-21,2005-09-14,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050914_train.png,0.0052271937020123005,0.026515206322073936,0.02754146233201027,0.010394121520221233,-0.020513540133833885
AAPL,2005-06-24,2005-09-19,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050919_train.png,0.010394121520221233,-0.020513540133833885,-0.004038078710436821,0.02473960630595684,0.011958288960158825
AAPL,2005-06-29,2005-09-22,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050922_train.png,0.02473960630595684,0.011958288960158825,-0.007457155734300613,-0.0451664999127388,0.024367865175008774
AAPL,2005-07-05,2005-09-27,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050927_train.png,-0.0451664999127388,0.024367865175008774,0.023974720388650894,0.015363560058176517,-0.01275551039725542
AAPL,2005-07-08,2005-09-30,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20050930_train.png,0.015363560058176517,-0.01275551039725542,-0.01820896752178669,-0.02067691832780838,-0.007767029106616974
AAPL,2005-07-13,2005-10-05,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051005_train.png,-0.02067691832780838,-0.007767029106616974,-0.018294991925358772,0.023932095617055893,-0.04641848802566528
AAPL,2005-07-18,2005-10-10,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051010_train.png,0.023932095617055893,-0.04641848802566528,0.08724823594093323,0.004826443735510111,-0.010424517095088959
AAPL,2005-07-21,2005-10-13,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051013_train.png,0.004826443735510111,-0.010424517095088959,-0.023285482078790665,0.050967633724212646,0.021606890484690666
AAPL,2005-07-26,2005-10-18,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051018_train.png,0.050967633724212646,0.021606890484690666,-0.008586814627051353,0.020098498091101646,-0.012224441394209862
AAPL,2005-07-29,2005-10-21,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051021_train.png,0.020098498091101646,-0.012224441394209862,0.01644163206219673,-0.02881736308336258,-0.01710999198257923
AAPL,2005-08-03,2005-10-26,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051026_train.png,-0.02881736308336258,-0.01710999198257923,0.05569884926080704,-0.0015639933990314603,0.04172593355178833
AAPL,2005-08-08,2005-10-31,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051031_train.png,-0.0015639933990314603,0.04172593355178833,0.031199196353554726,-0.011380216106772423,-0.015159294940531254
AAPL,2005-08-11,2005-11-03,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051103_train.png,-0.011380216106772423,-0.015159294940531254,-0.005494062323123217,0.003499711863696575,0.01764412224292755
AAPL,2005-08-16,2005-11-08,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051108_train.png,0.003499711863696575,0.01764412224292755,0.005867031402885914,-0.0014635339612141252,0.013416511006653309
AAPL,2005-08-19,2005-11-11,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051111_train.png,-0.0014635339612141252,0.013416511006653309,0.04197739437222481,-0.006642489694058895,0.000619770959019661
AAPL,2005-08-24,2005-11-16,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051116_train.png,-0.006642489694058895,0.000619770959019661,0.0061766719445586205,0.023730957880616188,0.008830409497022629
AAPL,2005-08-29,2005-11-21,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051121_train.png,0.023730957880616188,0.008830409497022629,0.03268887475132942,0.004604324698448181,-0.022649051621556282
AAPL,2005-09-01,2005-11-25,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051125_train.png,0.004604324698448181,-0.022649051621556282,-0.0041200765408575535,0.05423968285322189,0.014281240291893482
AAPL,2005-09-07,2005-11-30,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051130_train.png,0.05423968285322189,0.014281240291893482,-0.011215070262551308,0.03057755157351494,-0.0013513513840734959
AAPL,2005-09-12,2005-12-05,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051205_train.png,0.03057755157351494,-0.0013513513840734959,0.0017564011504873633,0.003375774947926402,0.007766027469187975
AAPL,2005-09-15,2005-12-08,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051208_train.png,0.003375774947926402,0.007766027469187975,0.0009340183460153639,-0.0404164120554924,0.0023580011911690235
AAPL,2005-09-20,2005-12-13,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051213_train.png,-0.0404164120554924,0.0023580011911690235,-0.01493502501398325,0.003789744107052684,0.010175012983381748
AAPL,2005-09-23,2005-12-16,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051216_train.png,0.003789744107052684,0.010175012983381748,0.019092675298452377,0.007049920968711376,-0.009092822670936584
AAPL,2005-09-28,2005-12-21,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051221_train.png,0.007049920968711376,-0.009092822670936584,0.011925877071917057,-0.008931047283113003,-0.029239429160952568
AAPL,2005-10-03,2005-12-27,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051227_train.png,-0.008931047283113003,-0.029239429160952568,0.006139268632978201,0.03901204094290733,0.0029388212133198977
AAPL,2005-10-06,2005-12-30,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20051230_train.png,0.03901204094290733,0.0029388212133198977,-0.007900944910943508,0.025485850870609283,-0.0032819195184856653
AAPL,2005-10-11,2006-01-05,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060105_train.png,0.025485850870609283,-0.0032819195184856653,0.06132824718952179,0.036906350404024124,0.004649484530091286
AAPL,2005-10-14,2006-01-10,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060110_train.png,0.036906350404024124,0.004649484530091286,0.015291895717382431,-0.010331859812140465,-0.02655654400587082
AAPL,2005-10-19,2006-01-13,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060113_train.png,-0.010331859812140465,-0.02655654400587082,-0.04278779774904251,-0.037987083196640015,0.020565373823046684
AAPL,2005-10-24,2006-01-19,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060119_train.png,-0.037987083196640015,0.020565373823046684,-0.021209564059972763,-0.02449536696076393,-0.0255251694470644
AAPL,2005-10-27,2006-01-24,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060124_train.png,-0.02449536696076393,-0.0255251694470644,-0.0041562821716070175,0.04040541499853134,0.006776983849704266
AAPL,2005-11-01,2006-01-27,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060127_train.png,0.04040541499853134,0.006776983849704266,-0.0011926057050004601,-0.04501844942569733,-0.0035151862539350986
AAPL,2005-11-04,2006-02-01,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060201_train.png,-0.04501844942569733,-0.0035151862539350986,-0.06537862122058868,0.004447746090590954,0.01774110086262226
AAPL,2005-11-09,2006-02-06,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060206_train.png,0.004447746090590954,0.01774110086262226,-0.05773134157061577,0.035691071301698685,-0.03939306363463402
AAPL,2005-11-14,2006-02-09,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060209_train.png,0.035691071301698685,-0.03939306363463402,0.04435769096016884,0.023016396909952164,0.019315287470817566
AAPL,2005-11-17,2006-02-14,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060214_train.png,0.023016396909952164,0.019315287470817566,-0.003975583706051111,-0.01736428774893284,0.031911540776491165
AAPL,2005-11-22,2006-02-17,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060217_train.png,-0.01736428774893284,0.031911540776491165,0.0060110618360340595,-0.004050001967698336,-0.006598830223083496
AAPL,2005-11-28,2006-02-23,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060223_train.png,-0.004050001967698336,-0.006598830223083496,-0.03585127368569374,0.008866981603205204,0.007353504654020071
AAPL,2005-12-01,2006-02-28,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060228_train.png,0.008866981603205204,0.007353504654020071,-0.027526678517460823,-0.033636804670095444,0.01259596273303032
AAPL,2005-12-06,2006-03-03,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060303_train.png,-0.033636804670095444,0.01259596273303032,-0.009850803762674332,-0.026701176539063454,-0.01164267398416996
AAPL,2005-12-09,2006-03-08,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060308_train.png,-0.026701176539063454,-0.01164267398416996,0.03864840418100357,0.02466290444135666,-0.016323836520314217
AAPL,2005-12-14,2006-03-13,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060313_train.png,0.02466290444135666,-0.016323836520314217,-0.02941839210689068,0.005427632015198469,-0.010415950790047646
AAPL,2005-12-19,2006-03-16,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060316_train.png,0.005427632015198469,-0.010415950790047646,-0.034661658108234406,-0.0022675746586173773,-0.024789908900856972
AAPL,2005-12-22,2006-03-21,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060321_train.png,-0.0022675746586173773,-0.024789908900856972,-0.00333000672981143,-0.007533307187259197,-0.013534295372664928
AAPL,2005-12-28,2006-03-24,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060324_train.png,-0.007533307187259197,-0.013534295372664928,0.05983278155326843,0.006715727038681507,-0.00047820215695537627
AAPL,2006-01-03,2006-03-29,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060329_train.png,0.006715727038681507,-0.00047820215695537627,-0.001116694649681449,-0.023906808346509933,0.09416517615318298
AAPL,2006-01-06,2006-04-03,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060403_train.png,-0.023906808346509933,0.09416517615318298,0.05823241174221039,-0.020563725382089615,-0.01617830991744995
AAPL,2006-01-11,2006-04-06,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060406_train.png,-0.020563725382089615,-0.01617830991744995,-0.009951787069439888,-0.01900576986372471,-0.003619193332269788
AAPL,2006-01-17,2006-04-11,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060411_train.png,-0.01900576986372471,-0.003619193332269788,-0.025260331109166145,0.02150719054043293,-0.008644931018352509
AAPL,2006-01-20,2006-04-17,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060417_train.png,0.02150719054043293,-0.008644931018352509,0.02971407026052475,-0.00876221526414156,-0.019429784268140793
AAPL,2006-01-25,2006-04-20,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060420_train.png,-0.00876221526414156,-0.019429784268140793,0.006367517169564962,0.029483970254659653,0.01759917475283146
AAPL,2006-01-30,2006-04-25,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060425_train.png,0.029483970254659653,0.01759917475283146,0.014740874990820885,-0.011286639608442783,0.02860979735851288
AAPL,2006-02-02,2006-04-28,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060428_train.png,-0.011286639608442783,0.02860979735851288,-0.0067245978862047195,-0.00014057783118914813,0.010627984069287777
AAPL,2006-02-07,2006-05-03,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060503_train.png,-0.00014057783118914813,0.010627984069287777,0.0,-0.01203485019505024,-0.006072178483009338
AAPL,2006-02-10,2006-05-08,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060508_train.png,-0.01203485019505024,-0.006072178483009338,-0.03531898558139801,-0.0066249780356884,0.0013285116292536259
AAPL,2006-02-15,2006-05-11,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060511_train.png,-0.0066249780356884,0.0013285116292536259,-0.042335160076618195,0.0042997607961297035,-0.0323914960026741
AAPL,2006-02-21,2006-05-16,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060516_train.png,0.0042997607961297035,-0.0323914960026741,0.020832454785704613,-0.017671896144747734,-0.0036355056799948215
AAPL,2006-02-24,2006-05-19,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060519_train.png,-0.017671896144747734,-0.0036355056799948215,0.00300419214181602,0.015509044751524925,-0.012214823625981808
AAPL,2006-03-01,2006-05-24,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060524_train.png,0.015509044751524925,-0.012214823625981808,-0.03733732923865318,-0.023970071226358414,0.039368703961372375
AAPL,2006-03-06,2006-05-30,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060530_train.png,-0.023970071226358414,0.039368703961372375,-0.008237145841121674,-0.027290860190987587,-0.004627356305718422
AAPL,2006-03-09,2006-06-02,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060602_train.png,-0.027290860190987587,-0.004627356305718422,-0.01957995817065239,0.036794427782297134,-0.025334687903523445
AAPL,2006-03-14,2006-06-07,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060607_train.png,0.036794427782297134,-0.025334687903523445,-0.038545720279216766,0.023065272718667984,-0.012420376762747765
AAPL,2006-03-17,2006-06-12,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060612_train.png,0.023065272718667984,-0.012420376762747765,0.03026130609214306,-0.031129587441682816,-0.006273983512073755
AAPL,2006-03-22,2006-06-15,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060615_train.png,-0.031129587441682816,-0.006273983512073755,0.004709173925220966,0.006763226818293333,0.029293648898601532
AAPL,2006-03-27,2006-06-20,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060620_train.png,0.006763226818293333,0.029293648898601532,-0.012668018229305744,0.0027160088066011667,-0.02680112235248089
AAPL,2006-03-30,2006-06-23,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060623_train.png,0.0027160088066011667,-0.02680112235248089,-0.02485804446041584,0.051320068538188934,-0.029251914471387863
AAPL,2006-04-04,2006-06-28,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060628_train.png,0.051320068538188934,-0.029251914471387863,0.011803642846643925,-0.01650298573076725,-0.021841492503881454
AAPL,2006-04-07,2006-07-03,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060703_train.png,-0.01650298573076725,-0.021841492503881454,-0.006656496319919825,-0.007246409077197313,0.01174889225512743
AAPL,2006-04-12,2006-07-07,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060707_train.png,-0.007246409077197313,0.01174889225512743,-0.04954516515135765,-0.013497020117938519,-0.030705871060490608
AAPL,2006-04-18,2006-07-12,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060712_train.png,-0.013497020117938519,-0.030705871060490608,0.03299988806247711,0.01006943080574274,0.022430846467614174
AAPL,2006-04-21,2006-07-17,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060717_train.png,0.01006943080574274,0.022430846467614174,0.11180917918682098,0.0036297680344432592,0.011462382040917873
AAPL,2006-04-26,2006-07-20,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060720_train.png,0.0036297680344432592,0.011462382040917873,0.008236904628574848,0.03087734803557396,-0.007385906297713518
AAPL,2006-05-01,2006-07-25,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060725_train.png,0.03087734803557396,-0.007385906297713518,0.03395938500761986,0.035496052354574203,-0.011543712578713894
AAPL,2006-05-04,2006-07-28,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060728_train.png,0.035496052354574203,-0.011543712578713894,0.01448229793459177,0.02076299674808979,-0.018711112439632416
AAPL,2006-05-09,2006-08-02,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060802_train.png,0.02076299674808979,-0.018711112439632416,-0.016087720170617104,-0.03682513162493706,-0.01854068785905838
AAPL,2006-05-12,2006-08-07,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060807_train.png,-0.03682513162493706,-0.01854068785905838,0.007520010229200125,-0.006576910614967346,0.0045458185486495495
AAPL,2006-05-17,2006-08-10,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060810_train.png,-0.006576910614967346,0.0045458185486495495,0.03850464150309563,0.022763758897781372,-0.005753501318395138
AAPL,2006-05-22,2006-08-15,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060815_train.png,0.022763758897781372,-0.005753501318395138,0.004723256453871727,-0.02007950283586979,0.015800001099705696
AAPL,2006-05-25,2006-08-18,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060818_train.png,-0.02007950283586979,0.015800001099705696,-0.004594983533024788,0.007400862872600555,0.013767059892416
AAPL,2006-05-31,2006-08-23,train,0,0,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060823_train.png,0.007400862872600555,0.013767059892416,-0.02608266845345497,-0.0074929166585206985,0.007194275502115488
AAPL,2006-06-05,2006-08-28,train,1,1,/home/pepegius/15.C51_project2_technicalanalysis/images/gaf/AAPL_20060828_train.png,-0.0074929166585206985,0.007194275502115488,0.013203960843384266,0.007780997548252344,0.044337306171655655
